"area_name","date","to","from","total","hour","hour_tw","ampm","hour12"
"Lincoln Park","2019/11/28","1","11","12","5","5","AM","5 AM"
"Lincoln Park","2019/11/28","1","11","12","6","6","AM","6 AM"
"Lincoln Park","2019/11/28","8","13","21","7","7","AM","7 AM"
"Lincoln Park","2019/11/28","29","11","40","8","8","AM","8 AM"
"Lincoln Park","2019/11/28","30","12","42","9","9","AM","9 AM"
"Lincoln Park","2019/11/28","21","47","68","10","10","AM","10 AM"
"Lincoln Park","2019/11/28","30","37","67","11","11","AM","11 AM"
"Lincoln Park","2019/11/28","21","20","41","12","12","PM","12 PM"
"Lincoln Park","2019/11/28","31","10","41","13","1","PM","1 PM"
"Lincoln Park","2019/11/28","24","24","48","14","2","PM","2 PM"
"Lincoln Park","2019/11/28","39","24","63","15","3","PM","3 PM"
"Lincoln Park","2019/11/28","27","12","39","16","4","PM","4 PM"
"Lincoln Park","2019/11/28","26","11","37","17","5","PM","5 PM"
"Lincoln Park","2019/11/28","23","11","34","18","6","PM","6 PM"
"Lincoln Park","2019/11/28","23","12","35","19","7","PM","7 PM"
"Lincoln Park","2019/11/28","27","13","40","20","8","PM","8 PM"
"Lincoln Park","2019/11/28","21","11","32","21","9","PM","9 PM"
"Lincoln Park","2019/11/28","19","9","28","22","10","PM","10 PM"
"Lincoln Park","2019/11/28","18","13","31","23","11","PM","11 PM"
"Lincoln Park","2019/11/29","7","4","11","0","12","AM","12 AM"
"Lincoln Park","2019/11/29","2","4","6","1","1","AM","1 AM"
"Lincoln Park","2019/11/29","2","2","4","2","2","AM","2 AM"
"Lincoln Park","2019/11/29","3","3","6","3","3","AM","3 AM"
"Lincoln Park","2019/11/29","2","2","4","4","4","AM","4 AM"
"Lincoln Park","2019/11/29","3","4","7","5","5","AM","5 AM"
"Lincoln Park","2019/11/29","3","5","8","6","6","AM","6 AM"
"Lincoln Park","2019/11/29","10","7","17","7","7","AM","7 AM"
"Lincoln Park","2019/11/29","7","10","17","8","8","AM","8 AM"
"Lincoln Park","2019/11/29","19","11","30","9","9","AM","9 AM"
"Lincoln Park","2019/11/29","21","23","44","10","10","AM","10 AM"
"Lincoln Park","2019/11/29","22","23","45","11","11","AM","11 AM"
"Lincoln Park","2019/11/29","45","20","65","12","12","PM","12 PM"
"Lincoln Park","2019/11/29","41","25","66","13","1","PM","1 PM"
"Lincoln Park","2019/11/29","59","34","93","14","2","PM","2 PM"
"Lincoln Park","2019/11/29","55","14","69","15","3","PM","3 PM"
"Lincoln Park","2019/11/29","85","17","102","16","4","PM","4 PM"
"Lincoln Park","2019/11/29","103","32","135","17","5","PM","5 PM"
"Lincoln Park","2019/11/29","94","50","144","18","6","PM","6 PM"
"Lincoln Park","2019/11/29","76","65","141","19","7","PM","7 PM"
"Lincoln Park","2019/11/29","59","46","105","20","8","PM","8 PM"
"Lincoln Park","2019/11/29","42","42","84","21","9","PM","9 PM"
"Lincoln Park","2019/11/29","49","36","85","22","10","PM","10 PM"
"Lincoln Park","2019/11/29","37","28","65","23","11","PM","11 PM"
"Lincoln Park","2019/11/30","36","29","65","0","12","AM","12 AM"
"Lincoln Park","2019/11/30","40","31","71","1","1","AM","1 AM"
"Lincoln Park","2019/11/30","44","28","72","2","2","AM","2 AM"
"Lincoln Park","2019/11/30","26","14","40","3","3","AM","3 AM"
"Lincoln Park","2019/11/30","18","12","30","4","4","AM","4 AM"
"Lincoln Park","2019/11/30","3","7","10","5","5","AM","5 AM"
"Lincoln Park","2019/11/30","4","7","11","6","6","AM","6 AM"
"Lincoln Park","2019/11/30","6","0","6","7","7","AM","7 AM"
"Lincoln Park","2019/11/30","9","7","16","8","8","AM","8 AM"
"Lincoln Park","2019/11/30","20","12","32","9","9","AM","9 AM"
"Lincoln Park","2019/11/30","33","19","52","10","10","AM","10 AM"
"Lincoln Park","2019/11/30","38","24","62","11","11","AM","11 AM"
"Lincoln Park","2019/11/30","44","24","68","12","12","PM","12 PM"
"Lincoln Park","2019/11/30","41","16","57","13","1","PM","1 PM"
"Lincoln Park","2019/11/30","54","15","69","14","2","PM","2 PM"
"Lincoln Park","2019/11/30","61","20","81","15","3","PM","3 PM"
"Lincoln Park","2019/11/30","49","15","64","16","4","PM","4 PM"
"Lincoln Park","2019/11/30","84","21","105","17","5","PM","5 PM"
"Lincoln Park","2019/11/30","78","36","114","18","6","PM","6 PM"
"Lincoln Park","2019/11/30","94","38","132","19","7","PM","7 PM"
"Lincoln Park","2019/11/30","71","29","100","20","8","PM","8 PM"
"Lincoln Park","2019/11/30","65","22","87","21","9","PM","9 PM"
"Lincoln Park","2019/11/30","76","29","105","22","10","PM","10 PM"
"Lincoln Park","2019/11/30","71","20","91","23","11","PM","11 PM"
"Lincoln Park","2019/12/1","92","33","125","0","12","AM","12 AM"
"Lincoln Park","2019/12/1","65","29","94","1","1","AM","1 AM"
"Lincoln Park","2019/12/1","69","33","102","2","2","AM","2 AM"
"Lincoln Park","2019/12/1","50","26","76","3","3","AM","3 AM"
"Lincoln Park","2019/12/1","34","17","51","4","4","AM","4 AM"
"Lincoln Park","2019/12/1","13","9","22","5","5","AM","5 AM"
"Lincoln Park","2019/12/1","4","3","7","6","6","AM","6 AM"
"Lincoln Park","2019/12/1","6","6","12","7","7","AM","7 AM"
"Lincoln Park","2019/12/1","15","3","18","8","8","AM","8 AM"
"Lincoln Park","2019/12/1","26","10","36","9","9","AM","9 AM"
"Lincoln Park","2019/12/1","35","16","51","10","10","AM","10 AM"
"Lincoln Park","2019/12/1","34","17","51","11","11","AM","11 AM"
"Lincoln Park","2019/12/1","52","21","73","12","12","PM","12 PM"
"Lincoln Park","2019/12/1","73","34","107","13","1","PM","1 PM"
"Lincoln Park","2019/12/1","53","16","69","14","2","PM","2 PM"
"Lincoln Park","2019/12/1","72","15","87","15","3","PM","3 PM"
"Lincoln Park","2019/12/1","60","17","77","16","4","PM","4 PM"
"Lincoln Park","2019/12/1","76","18","94","17","5","PM","5 PM"
"Lincoln Park","2019/12/1","56","13","69","18","6","PM","6 PM"
"Lincoln Park","2019/12/1","69","16","85","19","7","PM","7 PM"
"Lincoln Park","2019/12/1","62","14","76","20","8","PM","8 PM"
"Lincoln Park","2019/12/1","48","13","61","21","9","PM","9 PM"
"Lincoln Park","2019/12/1","45","18","63","22","10","PM","10 PM"
"Lincoln Park","2019/12/1","49","13","62","23","11","PM","11 PM"
"Lincoln Park","2019/12/2","38","8","46","0","12","AM","12 AM"
"Lincoln Park","2019/12/2","20","3","23","1","1","AM","1 AM"
"Lincoln Park","2019/12/2","9","3","12","2","2","AM","2 AM"
"Lincoln Park","2019/12/2","3","1","4","3","3","AM","3 AM"
"Lincoln Park","2019/12/2","4","9","13","4","4","AM","4 AM"
"Lincoln Park","2019/12/2","4","12","16","5","5","AM","5 AM"
"Lincoln Park","2019/12/2","7","24","31","6","6","AM","6 AM"
"Lincoln Park","2019/12/2","15","44","59","7","7","AM","7 AM"
"Lincoln Park","2019/12/2","21","45","66","8","8","AM","8 AM"
"Lincoln Park","2019/12/2","23","43","66","9","9","AM","9 AM"
"Lincoln Park","2019/12/2","33","32","65","10","10","AM","10 AM"
"Lincoln Park","2019/12/2","38","27","65","11","11","AM","11 AM"
"Lincoln Park","2019/12/2","37","24","61","12","12","PM","12 PM"
"Lincoln Park","2019/12/2","49","29","78","13","1","PM","1 PM"
"Lincoln Park","2019/12/2","55","27","82","14","2","PM","2 PM"
"Lincoln Park","2019/12/2","72","28","100","15","3","PM","3 PM"
"Lincoln Park","2019/12/2","98","19","117","16","4","PM","4 PM"
"Lincoln Park","2019/12/2","120","25","145","17","5","PM","5 PM"
"Lincoln Park","2019/12/2","130","22","152","18","6","PM","6 PM"
"Lincoln Park","2019/12/2","150","26","176","19","7","PM","7 PM"
"Lincoln Park","2019/12/2","107","19","126","20","8","PM","8 PM"
"Lincoln Park","2019/12/2","87","12","99","21","9","PM","9 PM"
"Lincoln Park","2019/12/2","67","20","87","22","10","PM","10 PM"
"Lincoln Park","2019/12/2","35","19","54","23","11","PM","11 PM"
"Lincoln Park","2019/12/3","27","16","43","0","12","AM","12 AM"
"Lincoln Park","2019/12/3","12","9","21","1","1","AM","1 AM"
"Lincoln Park","2019/12/3","8","13","21","2","2","AM","2 AM"
"Lincoln Park","2019/12/3","2","1","3","3","3","AM","3 AM"
"Lincoln Park","2019/12/3","0","4","4","4","4","AM","4 AM"
"Lincoln Park","2019/12/3","7","8","15","5","5","AM","5 AM"
"Lincoln Park","2019/12/3","3","21","24","6","6","AM","6 AM"
"Lincoln Park","2019/12/3","14","33","47","7","7","AM","7 AM"
"Lincoln Park","2019/12/3","14","58","72","8","8","AM","8 AM"
"Lincoln Park","2019/12/3","27","56","83","9","9","AM","9 AM"
"Lincoln Park","2019/12/3","26","38","64","10","10","AM","10 AM"
"Lincoln Park","2019/12/3","43","33","76","11","11","AM","11 AM"
"Lincoln Park","2019/12/3","45","26","71","12","12","PM","12 PM"
"Lincoln Park","2019/12/3","59","38","97","13","1","PM","1 PM"
"Lincoln Park","2019/12/3","75","25","100","14","2","PM","2 PM"
"Lincoln Park","2019/12/3","74","22","96","15","3","PM","3 PM"
"Lincoln Park","2019/12/3","89","19","108","16","4","PM","4 PM"
"Lincoln Park","2019/12/3","111","29","140","17","5","PM","5 PM"
"Lincoln Park","2019/12/3","177","41","218","18","6","PM","6 PM"
"Lincoln Park","2019/12/3","179","42","221","19","7","PM","7 PM"
"Lincoln Park","2019/12/3","175","26","201","20","8","PM","8 PM"
"Lincoln Park","2019/12/3","108","40","148","21","9","PM","9 PM"
"Lincoln Park","2019/12/3","81","20","101","22","10","PM","10 PM"
"Lincoln Park","2019/12/3","49","23","72","23","11","PM","11 PM"
"Lincoln Park","2019/12/4","34","17","51","0","12","AM","12 AM"
"Lincoln Park","2019/12/4","18","25","43","1","1","AM","1 AM"
"Lincoln Park","2019/12/4","7","9","16","2","2","AM","2 AM"
"Lincoln Park","2019/12/4","3","10","13","3","3","AM","3 AM"
"Lincoln Park","2019/12/4","1","5","6","4","4","AM","4 AM"
"Lincoln Park","2019/12/4","2","8","10","5","5","AM","5 AM"
"Lincoln Park","2019/12/4","6","11","17","6","6","AM","6 AM"
"Lincoln Park","2019/12/4","9","27","36","7","7","AM","7 AM"
"Lincoln Park","2019/12/4","22","50","72","8","8","AM","8 AM"
"Lincoln Park","2019/12/4","31","55","86","9","9","AM","9 AM"
"Lincoln Park","2019/12/4","38","50","88","10","10","AM","10 AM"
"Lincoln Park","2019/12/4","37","38","75","11","11","AM","11 AM"
"Lincoln Park","2019/12/4","45","31","76","12","12","PM","12 PM"
"Lincoln Park","2019/12/4","55","21","76","13","1","PM","1 PM"
"Lincoln Park","2019/12/4","73","30","103","14","2","PM","2 PM"
"Lincoln Park","2019/12/4","72","25","97","15","3","PM","3 PM"
"Lincoln Park","2019/12/4","92","27","119","16","4","PM","4 PM"
"Lincoln Park","2019/12/4","113","24","137","17","5","PM","5 PM"
"Lincoln Park","2019/12/4","165","27","192","18","6","PM","6 PM"
"Lincoln Park","2019/12/4","162","33","195","19","7","PM","7 PM"
"Lincoln Park","2019/12/4","157","22","179","20","8","PM","8 PM"
"Lincoln Park","2019/12/4","140","30","170","21","9","PM","9 PM"
"Lincoln Park","2019/12/4","105","40","145","22","10","PM","10 PM"
"Lincoln Park","2019/12/4","74","25","99","23","11","PM","11 PM"
"Lincoln Park","2019/12/5","49","24","73","0","12","AM","12 AM"
"Lincoln Park","2019/12/5","20","16","36","1","1","AM","1 AM"
"Lincoln Park","2019/12/5","12","17","29","2","2","AM","2 AM"
"Lincoln Park","2019/12/5","7","10","17","3","3","AM","3 AM"
"Lincoln Park","2019/12/5","1","7","8","4","4","AM","4 AM"
"Lincoln Park","2019/12/5","4","3","7","5","5","AM","5 AM"
"Lincoln Park","2019/12/5","5","9","14","6","6","AM","6 AM"
"Lincoln Park","2019/12/5","17","29","46","7","7","AM","7 AM"
"Lincoln Park","2019/12/5","16","49","65","8","8","AM","8 AM"
"Lincoln Park","2019/12/5","31","59","90","9","9","AM","9 AM"
"Lincoln Park","2019/12/5","33","35","68","10","10","AM","10 AM"
"Lincoln Park","2019/12/5","54","40","94","11","11","AM","11 AM"
"Lincoln Park","2019/12/5","51","37","88","12","12","PM","12 PM"
"Lincoln Park","2019/12/5","54","34","88","13","1","PM","1 PM"
"Lincoln Park","2019/12/5","76","26","102","14","2","PM","2 PM"
"Lincoln Park","2019/12/5","83","33","116","15","3","PM","3 PM"
"Lincoln Park","2019/12/5","112","24","136","16","4","PM","4 PM"
"Lincoln Park","2019/12/5","123","35","158","17","5","PM","5 PM"
"Lincoln Park","2019/12/5","180","48","228","18","6","PM","6 PM"
"Lincoln Park","2019/12/5","219","35","254","19","7","PM","7 PM"
"Lincoln Park","2019/12/5","203","48","251","20","8","PM","8 PM"
"Lincoln Park","2019/12/5","156","57","213","21","9","PM","9 PM"
"Lincoln Park","2019/12/5","148","72","220","22","10","PM","10 PM"
"Lincoln Park","2019/12/5","134","56","190","23","11","PM","11 PM"
"Lincoln Park","2019/12/6","76","25","101","0","12","AM","12 AM"
"Lincoln Park","2019/12/6","59","23","82","1","1","AM","1 AM"
"Lincoln Park","2019/12/6","29","12","41","2","2","AM","2 AM"
"Lincoln Park","2019/12/6","12","10","22","3","3","AM","3 AM"
"Lincoln Park","2019/12/6","4","5","9","4","4","AM","4 AM"
"Lincoln Park","2019/12/6","6","5","11","5","5","AM","5 AM"
"Lincoln Park","2019/12/6","4","12","16","6","6","AM","6 AM"
"Lincoln Park","2019/12/6","18","42","60","7","7","AM","7 AM"
"Lincoln Park","2019/12/6","21","40","61","8","8","AM","8 AM"
"Lincoln Park","2019/12/6","36","61","97","9","9","AM","9 AM"
"Lincoln Park","2019/12/6","37","36","73","10","10","AM","10 AM"
"Lincoln Park","2019/12/6","57","31","88","11","11","AM","11 AM"
"Lincoln Park","2019/12/6","47","36","83","12","12","PM","12 PM"
"Lincoln Park","2019/12/6","73","33","106","13","1","PM","1 PM"
"Lincoln Park","2019/12/6","64","24","88","14","2","PM","2 PM"
"Lincoln Park","2019/12/6","100","38","138","15","3","PM","3 PM"
"Lincoln Park","2019/12/6","142","46","188","16","4","PM","4 PM"
"Lincoln Park","2019/12/6","162","56","218","17","5","PM","5 PM"
"Lincoln Park","2019/12/6","214","73","287","18","6","PM","6 PM"
"Lincoln Park","2019/12/6","207","76","283","19","7","PM","7 PM"
"Lincoln Park","2019/12/6","176","65","241","20","8","PM","8 PM"
"Lincoln Park","2019/12/6","144","66","210","21","9","PM","9 PM"
"Lincoln Park","2019/12/6","136","74","210","22","10","PM","10 PM"
"Lincoln Park","2019/12/6","110","57","167","23","11","PM","11 PM"
"Lincoln Park","2019/12/7","115","50","165","0","12","AM","12 AM"
"Lincoln Park","2019/12/7","126","54","180","1","1","AM","1 AM"
"Lincoln Park","2019/12/7","108","53","161","2","2","AM","2 AM"
"Lincoln Park","2019/12/7","63","29","92","3","3","AM","3 AM"
"Lincoln Park","2019/12/7","16","14","30","4","4","AM","4 AM"
"Lincoln Park","2019/12/7","9","4","13","5","5","AM","5 AM"
"Lincoln Park","2019/12/7","9","2","11","6","6","AM","6 AM"
"Lincoln Park","2019/12/7","3","7","10","7","7","AM","7 AM"
"Lincoln Park","2019/12/7","13","11","24","8","8","AM","8 AM"
"Lincoln Park","2019/12/7","24","31","55","9","9","AM","9 AM"
"Lincoln Park","2019/12/7","32","17","49","10","10","AM","10 AM"
"Lincoln Park","2019/12/7","38","32","70","11","11","AM","11 AM"
"Lincoln Park","2019/12/7","53","29","82","12","12","PM","12 PM"
