"area_name","date","to","from","total","hour","hour_tw","ampm","hour12"
"West Town","2019/9/10","90","9","99","17","5","PM","5 PM"
"West Town","2019/9/10","105","19","124","18","6","PM","6 PM"
"West Town","2019/9/10","106","10","116","19","7","PM","7 PM"
"West Town","2019/9/10","98","20","118","20","8","PM","8 PM"
"West Town","2019/9/10","68","20","88","21","9","PM","9 PM"
"West Town","2019/9/10","66","13","79","22","10","PM","10 PM"
"West Town","2019/9/10","38","4","42","23","11","PM","11 PM"
"West Town","2019/9/11","17","5","22","0","12","AM","12 AM"
"West Town","2019/9/11","21","6","27","1","1","AM","1 AM"
"West Town","2019/9/11","8","6","14","2","2","AM","2 AM"
"West Town","2019/9/11","4","2","6","3","3","AM","3 AM"
"West Town","2019/9/11","2","1","3","4","4","AM","4 AM"
"West Town","2019/9/11","1","2","3","5","5","AM","5 AM"
"West Town","2019/9/11","12","0","12","6","6","AM","6 AM"
"West Town","2019/9/11","7","2","9","7","7","AM","7 AM"
"West Town","2019/9/11","21","11","32","8","8","AM","8 AM"
"West Town","2019/9/11","14","8","22","9","9","AM","9 AM"
"West Town","2019/9/11","19","10","29","10","10","AM","10 AM"
"West Town","2019/9/11","30","7","37","11","11","AM","11 AM"
"West Town","2019/9/11","37","14","51","12","12","PM","12 PM"
"West Town","2019/9/11","40","12","52","13","1","PM","1 PM"
"West Town","2019/9/11","48","13","61","14","2","PM","2 PM"
"West Town","2019/9/11","57","13","70","15","3","PM","3 PM"
"West Town","2019/9/11","67","11","78","16","4","PM","4 PM"
"West Town","2019/9/11","95","16","111","17","5","PM","5 PM"
"West Town","2019/9/11","119","16","135","18","6","PM","6 PM"
"West Town","2019/9/11","119","14","133","19","7","PM","7 PM"
"West Town","2019/9/11","84","10","94","20","8","PM","8 PM"
"West Town","2019/9/11","93","12","105","21","9","PM","9 PM"
"West Town","2019/9/11","88","15","103","22","10","PM","10 PM"
"West Town","2019/9/11","65","15","80","23","11","PM","11 PM"
"West Town","2019/9/12","40","8","48","0","12","AM","12 AM"
"West Town","2019/9/12","16","1","17","1","1","AM","1 AM"
"West Town","2019/9/12","15","2","17","2","2","AM","2 AM"
"West Town","2019/9/12","14","3","17","3","3","AM","3 AM"
"West Town","2019/9/12","4","4","8","4","4","AM","4 AM"
"West Town","2019/9/12","4","1","5","5","5","AM","5 AM"
"West Town","2019/9/12","5","5","10","6","6","AM","6 AM"
"West Town","2019/9/12","16","8","24","7","7","AM","7 AM"
"West Town","2019/9/12","19","13","32","8","8","AM","8 AM"
"West Town","2019/9/12","23","10","33","9","9","AM","9 AM"
"West Town","2019/9/12","30","13","43","10","10","AM","10 AM"
"West Town","2019/9/12","32","12","44","11","11","AM","11 AM"
"West Town","2019/9/12","38","11","49","12","12","PM","12 PM"
"West Town","2019/9/12","45","15","60","13","1","PM","1 PM"
"West Town","2019/9/12","46","15","61","14","2","PM","2 PM"
"West Town","2019/9/12","40","12","52","15","3","PM","3 PM"
"West Town","2019/9/12","71","9","80","16","4","PM","4 PM"
"West Town","2019/9/12","104","19","123","17","5","PM","5 PM"
"West Town","2019/9/12","144","21","165","18","6","PM","6 PM"
"West Town","2019/9/12","139","15","154","19","7","PM","7 PM"
"West Town","2019/9/12","136","22","158","20","8","PM","8 PM"
"West Town","2019/9/12","115","21","136","21","9","PM","9 PM"
"West Town","2019/9/12","97","21","118","22","10","PM","10 PM"
"West Town","2019/9/12","69","18","87","23","11","PM","11 PM"
"West Town","2019/9/13","66","17","83","0","12","AM","12 AM"
"West Town","2019/9/13","44","6","50","1","1","AM","1 AM"
"West Town","2019/9/13","28","10","38","2","2","AM","2 AM"
"West Town","2019/9/13","11","7","18","3","3","AM","3 AM"
"West Town","2019/9/13","8","3","11","4","4","AM","4 AM"
"West Town","2019/9/13","11","5","16","5","5","AM","5 AM"
"West Town","2019/9/13","12","4","16","6","6","AM","6 AM"
"West Town","2019/9/13","13","8","21","7","7","AM","7 AM"
"West Town","2019/9/13","24","9","33","8","8","AM","8 AM"
"West Town","2019/9/13","31","11","42","9","9","AM","9 AM"
"West Town","2019/9/13","30","12","42","10","10","AM","10 AM"
"West Town","2019/9/13","43","6","49","11","11","AM","11 AM"
"West Town","2019/9/13","44","7","51","12","12","PM","12 PM"
"West Town","2019/9/13","64","10","74","13","1","PM","1 PM"
"West Town","2019/9/13","66","17","83","14","2","PM","2 PM"
"West Town","2019/9/13","70","24","94","15","3","PM","3 PM"
"West Town","2019/9/13","84","9","93","16","4","PM","4 PM"
"West Town","2019/9/13","133","15","148","17","5","PM","5 PM"
"West Town","2019/9/13","130","21","151","18","6","PM","6 PM"
"West Town","2019/9/13","142","31","173","19","7","PM","7 PM"
"West Town","2019/9/13","122","25","147","20","8","PM","8 PM"
"West Town","2019/9/13","102","33","135","21","9","PM","9 PM"
"West Town","2019/9/13","108","31","139","22","10","PM","10 PM"
"West Town","2019/9/13","92","40","132","23","11","PM","11 PM"
"West Town","2019/9/14","87","39","126","0","12","AM","12 AM"
"West Town","2019/9/14","80","45","125","1","1","AM","1 AM"
"West Town","2019/9/14","65","27","92","2","2","AM","2 AM"
"West Town","2019/9/14","49","13","62","3","3","AM","3 AM"
"West Town","2019/9/14","23","11","34","4","4","AM","4 AM"
"West Town","2019/9/14","12","5","17","5","5","AM","5 AM"
"West Town","2019/9/14","5","3","8","6","6","AM","6 AM"
"West Town","2019/9/14","4","1","5","7","7","AM","7 AM"
"West Town","2019/9/14","12","7","19","8","8","AM","8 AM"
"West Town","2019/9/14","18","10","28","9","9","AM","9 AM"
"West Town","2019/9/14","14","6","20","10","10","AM","10 AM"
"West Town","2019/9/14","39","8","47","11","11","AM","11 AM"
"West Town","2019/9/14","33","8","41","12","12","PM","12 PM"
"West Town","2019/9/14","29","5","34","13","1","PM","1 PM"
"West Town","2019/9/14","41","8","49","14","2","PM","2 PM"
"West Town","2019/9/14","39","10","49","15","3","PM","3 PM"
"West Town","2019/9/14","49","16","65","16","4","PM","4 PM"
"West Town","2019/9/14","63","12","75","17","5","PM","5 PM"
"West Town","2019/9/14","63","19","82","18","6","PM","6 PM"
"West Town","2019/9/14","80","12","92","19","7","PM","7 PM"
"West Town","2019/9/14","58","17","75","20","8","PM","8 PM"
"West Town","2019/9/14","50","18","68","21","9","PM","9 PM"
"West Town","2019/9/14","87","37","124","22","10","PM","10 PM"
"West Town","2019/9/14","80","45","125","23","11","PM","11 PM"
"West Town","2019/9/15","91","51","142","0","12","AM","12 AM"
"West Town","2019/9/15","99","53","152","1","1","AM","1 AM"
"West Town","2019/9/15","86","37","123","2","2","AM","2 AM"
"West Town","2019/9/15","54","26","80","3","3","AM","3 AM"
"West Town","2019/9/15","37","17","54","4","4","AM","4 AM"
"West Town","2019/9/15","29","14","43","5","5","AM","5 AM"
"West Town","2019/9/15","8","9","17","6","6","AM","6 AM"
"West Town","2019/9/15","7","3","10","7","7","AM","7 AM"
"West Town","2019/9/15","5","2","7","8","8","AM","8 AM"
"West Town","2019/9/15","13","6","19","9","9","AM","9 AM"
"West Town","2019/9/15","21","9","30","10","10","AM","10 AM"
"West Town","2019/9/15","22","9","31","11","11","AM","11 AM"
"West Town","2019/9/15","24","7","31","12","12","PM","12 PM"
"West Town","2019/9/15","29","6","35","13","1","PM","1 PM"
"West Town","2019/9/15","38","8","46","14","2","PM","2 PM"
"West Town","2019/9/15","39","14","53","15","3","PM","3 PM"
"West Town","2019/9/15","35","9","44","16","4","PM","4 PM"
"West Town","2019/9/15","43","7","50","17","5","PM","5 PM"
"West Town","2019/9/15","41","11","52","18","6","PM","6 PM"
"West Town","2019/9/15","36","13","49","19","7","PM","7 PM"
"West Town","2019/9/15","47","24","71","20","8","PM","8 PM"
"West Town","2019/9/15","47","20","67","21","9","PM","9 PM"
"West Town","2019/9/15","26","12","38","22","10","PM","10 PM"
"West Town","2019/9/15","27","5","32","23","11","PM","11 PM"
"West Town","2019/9/16","21","2","23","0","12","AM","12 AM"
"West Town","2019/9/16","17","6","23","1","1","AM","1 AM"
"West Town","2019/9/16","8","3","11","2","2","AM","2 AM"
"West Town","2019/9/16","5","3","8","3","3","AM","3 AM"
"West Town","2019/9/16","12","10","22","4","4","AM","4 AM"
"West Town","2019/9/16","6","9","15","5","5","AM","5 AM"
"West Town","2019/9/16","13","12","25","6","6","AM","6 AM"
"West Town","2019/9/16","11","8","19","7","7","AM","7 AM"
"West Town","2019/9/16","18","4","22","8","8","AM","8 AM"
"West Town","2019/9/16","31","11","42","9","9","AM","9 AM"
"West Town","2019/9/16","28","11","39","10","10","AM","10 AM"
"West Town","2019/9/16","23","13","36","11","11","AM","11 AM"
"West Town","2019/9/16","38","15","53","12","12","PM","12 PM"
"West Town","2019/9/16","24","7","31","13","1","PM","1 PM"
"West Town","2019/9/16","34","12","46","14","2","PM","2 PM"
"West Town","2019/9/16","38","12","50","15","3","PM","3 PM"
"West Town","2019/9/16","74","18","92","16","4","PM","4 PM"
"West Town","2019/9/16","94","10","104","17","5","PM","5 PM"
"West Town","2019/9/16","115","19","134","18","6","PM","6 PM"
"West Town","2019/9/16","107","17","124","19","7","PM","7 PM"
"West Town","2019/9/16","66","10","76","20","8","PM","8 PM"
"West Town","2019/9/16","60","13","73","21","9","PM","9 PM"
"West Town","2019/9/16","59","13","72","22","10","PM","10 PM"
"West Town","2019/9/16","39","3","42","23","11","PM","11 PM"
"West Town","2019/9/17","23","6","29","0","12","AM","12 AM"
"West Town","2019/9/17","13","2","15","1","1","AM","1 AM"
"West Town","2019/9/17","6","3","9","2","2","AM","2 AM"
"West Town","2019/9/17","4","6","10","3","3","AM","3 AM"
"West Town","2019/9/17","3","4","7","4","4","AM","4 AM"
"West Town","2019/9/17","1","3","4","5","5","AM","5 AM"
"West Town","2019/9/17","11","6","17","6","6","AM","6 AM"
"West Town","2019/9/17","11","2","13","7","7","AM","7 AM"
"West Town","2019/9/17","17","9","26","8","8","AM","8 AM"
"West Town","2019/9/17","25","6","31","9","9","AM","9 AM"
"West Town","2019/9/17","28","11","39","10","10","AM","10 AM"
"West Town","2019/9/17","42","14","56","11","11","AM","11 AM"
"West Town","2019/9/17","38","11","49","12","12","PM","12 PM"
"West Town","2019/9/17","36","15","51","13","1","PM","1 PM"
"West Town","2019/9/17","54","9","63","14","2","PM","2 PM"
"West Town","2019/9/17","45","16","61","15","3","PM","3 PM"
"West Town","2019/9/17","53","9","62","16","4","PM","4 PM"
"West Town","2019/9/17","81","11","92","17","5","PM","5 PM"
"West Town","2019/9/17","99","13","112","18","6","PM","6 PM"
"West Town","2019/9/17","103","16","119","19","7","PM","7 PM"
"West Town","2019/9/17","110","15","125","20","8","PM","8 PM"
"West Town","2019/9/17","91","11","102","21","9","PM","9 PM"
"West Town","2019/9/17","88","16","104","22","10","PM","10 PM"
"West Town","2019/9/17","43","9","52","23","11","PM","11 PM"
"West Town","2019/9/18","29","5","34","0","12","AM","12 AM"
"West Town","2019/9/18","22","1","23","1","1","AM","1 AM"
"West Town","2019/9/18","12","6","18","2","2","AM","2 AM"
"West Town","2019/9/18","4","2","6","3","3","AM","3 AM"
"West Town","2019/9/18","6","3","9","4","4","AM","4 AM"
"West Town","2019/9/18","6","3","9","5","5","AM","5 AM"
"West Town","2019/9/18","5","2","7","6","6","AM","6 AM"
"West Town","2019/9/18","15","3","18","7","7","AM","7 AM"
"West Town","2019/9/18","37","18","55","8","8","AM","8 AM"
"West Town","2019/9/18","37","12","49","9","9","AM","9 AM"
"West Town","2019/9/18","24","15","39","10","10","AM","10 AM"
"West Town","2019/9/18","32","14","46","11","11","AM","11 AM"
"West Town","2019/9/18","47","12","59","12","12","PM","12 PM"
"West Town","2019/9/18","38","10","48","13","1","PM","1 PM"
"West Town","2019/9/18","54","13","67","14","2","PM","2 PM"
"West Town","2019/9/18","41","15","56","15","3","PM","3 PM"
"West Town","2019/9/18","75","17","92","16","4","PM","4 PM"
"West Town","2019/9/18","87","16","103","17","5","PM","5 PM"
"West Town","2019/9/18","118","21","139","18","6","PM","6 PM"
"West Town","2019/9/18","139","16","155","19","7","PM","7 PM"
"West Town","2019/9/18","107","20","127","20","8","PM","8 PM"
"West Town","2019/9/18","97","13","110","21","9","PM","9 PM"
"West Town","2019/9/18","89","10","99","22","10","PM","10 PM"
"West Town","2019/9/18","70","17","87","23","11","PM","11 PM"
"West Town","2019/9/19","37","10","47","0","12","AM","12 AM"
"West Town","2019/9/19","20","6","26","1","1","AM","1 AM"
"West Town","2019/9/19","12","1","13","2","2","AM","2 AM"
"West Town","2019/9/19","4","2","6","3","3","AM","3 AM"
"West Town","2019/9/19","10","4","14","4","4","AM","4 AM"
"West Town","2019/9/19","4","3","7","5","5","AM","5 AM"
"West Town","2019/9/19","9","5","14","6","6","AM","6 AM"
"West Town","2019/9/19","14","8","22","7","7","AM","7 AM"
"West Town","2019/9/19","22","9","31","8","8","AM","8 AM"
"West Town","2019/9/19","26","10","36","9","9","AM","9 AM"
"West Town","2019/9/19","21","8","29","10","10","AM","10 AM"
"West Town","2019/9/19","42","7","49","11","11","AM","11 AM"
"West Town","2019/9/19","36","8","44","12","12","PM","12 PM"
"West Town","2019/9/19","52","7","59","13","1","PM","1 PM"
"West Town","2019/9/19","58","14","72","14","2","PM","2 PM"
"West Town","2019/9/19","61","15","76","15","3","PM","3 PM"
"West Town","2019/9/19","85","9","94","16","4","PM","4 PM"
"West Town","2019/9/19","116","32","148","17","5","PM","5 PM"
"West Town","2019/9/19","128","32","160","18","6","PM","6 PM"
"West Town","2019/9/19","147","26","173","19","7","PM","7 PM"
"West Town","2019/9/19","142","26","168","20","8","PM","8 PM"
"West Town","2019/9/19","120","21","141","21","9","PM","9 PM"
"West Town","2019/9/19","126","19","145","22","10","PM","10 PM"
"West Town","2019/9/19","84","14","98","23","11","PM","11 PM"
"West Town","2019/9/20","63","13","76","0","12","AM","12 AM"
"West Town","2019/9/20","30","12","42","1","1","AM","1 AM"
"West Town","2019/9/20","24","10","34","2","2","AM","2 AM"
"West Town","2019/9/20","8","4","12","3","3","AM","3 AM"
"West Town","2019/9/20","8","3","11","4","4","AM","4 AM"
"West Town","2019/9/20","7","5","12","5","5","AM","5 AM"
"West Town","2019/9/20","12","7","19","6","6","AM","6 AM"
"West Town","2019/9/20","15","2","17","7","7","AM","7 AM"
"West Town","2019/9/20","18","8","26","8","8","AM","8 AM"
"West Town","2019/9/20","24","11","35","9","9","AM","9 AM"
"West Town","2019/9/20","35","14","49","10","10","AM","10 AM"
"West Town","2019/9/20","37","11","48","11","11","AM","11 AM"
"West Town","2019/9/20","50","16","66","12","12","PM","12 PM"
"West Town","2019/9/20","43","9","52","13","1","PM","1 PM"
"West Town","2019/9/20","65","12","77","14","2","PM","2 PM"
"West Town","2019/9/20","66","12","78","15","3","PM","3 PM"
"West Town","2019/9/20","91","20","111","16","4","PM","4 PM"
"West Town","2019/9/20","135","25","160","17","5","PM","5 PM"
"West Town","2019/9/20","135","20","155","18","6","PM","6 PM"
"West Town","2019/9/20","153","31","184","19","7","PM","7 PM"
"West Town","2019/9/20","116","22","138","20","8","PM","8 PM"
"West Town","2019/9/20","73","24","97","21","9","PM","9 PM"
"West Town","2019/9/20","80","32","112","22","10","PM","10 PM"
"West Town","2019/9/20","88","46","134","23","11","PM","11 PM"
"West Town","2019/9/21","66","34","100","0","12","AM","12 AM"
"West Town","2019/9/21","58","33","91","1","1","AM","1 AM"
"West Town","2019/9/21","62","30","92","2","2","AM","2 AM"
"West Town","2019/9/21","51","15","66","3","3","AM","3 AM"
"West Town","2019/9/21","26","12","38","4","4","AM","4 AM"
"West Town","2019/9/21","7","5","12","5","5","AM","5 AM"
"West Town","2019/9/21","4","4","8","6","6","AM","6 AM"
"West Town","2019/9/21","3","3","6","7","7","AM","7 AM"
"West Town","2019/9/21","12","2","14","8","8","AM","8 AM"
"West Town","2019/9/21","17","5","22","9","9","AM","9 AM"
"West Town","2019/9/21","29","14","43","10","10","AM","10 AM"
"West Town","2019/9/21","33","10","43","11","11","AM","11 AM"
"West Town","2019/9/21","29","10","39","12","12","PM","12 PM"
"West Town","2019/9/21","33","17","50","13","1","PM","1 PM"
"West Town","2019/9/21","23","10","33","14","2","PM","2 PM"
"West Town","2019/9/21","28","13","41","15","3","PM","3 PM"
"West Town","2019/9/21","54","24","78","16","4","PM","4 PM"
"West Town","2019/9/21","60","17","77","17","5","PM","5 PM"
"West Town","2019/9/21","68","25","93","18","6","PM","6 PM"
"West Town","2019/9/21","72","18","90","19","7","PM","7 PM"
"West Town","2019/9/21","65","17","82","20","8","PM","8 PM"
"West Town","2019/9/21","60","18","78","21","9","PM","9 PM"
"West Town","2019/9/21","68","20","88","22","10","PM","10 PM"
"West Town","2019/9/21","89","32","121","23","11","PM","11 PM"
"West Town","2019/9/22","97","55","152","0","12","AM","12 AM"
"West Town","2019/9/22","91","39","130","1","1","AM","1 AM"
"West Town","2019/9/22","79","42","121","2","2","AM","2 AM"
"West Town","2019/9/22","69","29","98","3","3","AM","3 AM"
"West Town","2019/9/22","39","20","59","4","4","AM","4 AM"
"West Town","2019/9/22","20","13","33","5","5","AM","5 AM"
"West Town","2019/9/22","10","7","17","6","6","AM","6 AM"
"West Town","2019/9/22","3","4","7","7","7","AM","7 AM"
"West Town","2019/9/22","8","1","9","8","8","AM","8 AM"
"West Town","2019/9/22","15","4","19","9","9","AM","9 AM"
"West Town","2019/9/22","25","10","35","10","10","AM","10 AM"
"West Town","2019/9/22","24","11","35","11","11","AM","11 AM"
"West Town","2019/9/22","34","7","41","12","12","PM","12 PM"
"West Town","2019/9/22","41","10","51","13","1","PM","1 PM"
"West Town","2019/9/22","35","10","45","14","2","PM","2 PM"
"West Town","2019/9/22","35","7","42","15","3","PM","3 PM"
"West Town","2019/9/22","35","12","47","16","4","PM","4 PM"
"West Town","2019/9/22","25","13","38","17","5","PM","5 PM"
"West Town","2019/9/22","43","4","47","18","6","PM","6 PM"
"West Town","2019/9/22","50","8","58","19","7","PM","7 PM"
"West Town","2019/9/22","24","8","32","20","8","PM","8 PM"
"West Town","2019/9/22","39","10","49","21","9","PM","9 PM"
"West Town","2019/9/22","29","6","35","22","10","PM","10 PM"
"West Town","2019/9/22","29","7","36","23","11","PM","11 PM"
"West Town","2019/9/23","18","8","26","0","12","AM","12 AM"
"West Town","2019/9/23","14","7","21","1","1","AM","1 AM"
"West Town","2019/9/23","10","3","13","2","2","AM","2 AM"
"West Town","2019/9/23","9","5","14","3","3","AM","3 AM"
"West Town","2019/9/23","6","2","8","4","4","AM","4 AM"
"West Town","2019/9/23","8","9","17","5","5","AM","5 AM"
"West Town","2019/9/23","8","3","11","6","6","AM","6 AM"
"West Town","2019/9/23","15","5","20","7","7","AM","7 AM"
"West Town","2019/9/23","27","18","45","8","8","AM","8 AM"
"West Town","2019/9/23","16","10","26","9","9","AM","9 AM"
"West Town","2019/9/23","24","12","36","10","10","AM","10 AM"
"West Town","2019/9/23","25","16","41","11","11","AM","11 AM"
"West Town","2019/9/23","38","8","46","12","12","PM","12 PM"
"West Town","2019/9/23","29","11","40","13","1","PM","1 PM"
"West Town","2019/9/23","30","8","38","14","2","PM","2 PM"
"West Town","2019/9/23","37","6","43","15","3","PM","3 PM"
"West Town","2019/9/23","55","14","69","16","4","PM","4 PM"
"West Town","2019/9/23","68","14","82","17","5","PM","5 PM"
"West Town","2019/9/23","93","7","100","18","6","PM","6 PM"
"West Town","2019/9/23","84","8","92","19","7","PM","7 PM"
"West Town","2019/9/23","98","13","111","20","8","PM","8 PM"
"West Town","2019/9/23","56","13","69","21","9","PM","9 PM"
"West Town","2019/9/23","49","13","62","22","10","PM","10 PM"
"West Town","2019/9/23","27","6","33","23","11","PM","11 PM"
"West Town","2019/9/24","20","5","25","0","12","AM","12 AM"
"West Town","2019/9/24","12","2","14","1","1","AM","1 AM"
"West Town","2019/9/24","6","5","11","2","2","AM","2 AM"
"West Town","2019/9/24","5","0","5","3","3","AM","3 AM"
"West Town","2019/9/24","2","3","5","4","4","AM","4 AM"
"West Town","2019/9/24","1","1","2","5","5","AM","5 AM"
"West Town","2019/9/24","6","3","9","6","6","AM","6 AM"
"West Town","2019/9/24","18","7","25","7","7","AM","7 AM"
"West Town","2019/9/24","26","9","35","8","8","AM","8 AM"
"West Town","2019/9/24","31","8","39","9","9","AM","9 AM"
"West Town","2019/9/24","36","8","44","10","10","AM","10 AM"
"West Town","2019/9/24","44","16","60","11","11","AM","11 AM"
"West Town","2019/9/24","51","11","62","12","12","PM","12 PM"
"West Town","2019/9/24","47","14","61","13","1","PM","1 PM"
"West Town","2019/9/24","39","14","53","14","2","PM","2 PM"
"West Town","2019/9/24","47","11","58","15","3","PM","3 PM"
"West Town","2019/9/24","55","13","68","16","4","PM","4 PM"
"West Town","2019/9/24","89","17","106","17","5","PM","5 PM"
"West Town","2019/9/24","96","10","106","18","6","PM","6 PM"
"West Town","2019/9/24","116","22","138","19","7","PM","7 PM"
"West Town","2019/9/24","104","12","116","20","8","PM","8 PM"
"West Town","2019/9/24","104","19","123","21","9","PM","9 PM"
"West Town","2019/9/24","60","16","76","22","10","PM","10 PM"
"West Town","2019/9/24","40","12","52","23","11","PM","11 PM"
"West Town","2019/9/25","32","9","41","0","12","AM","12 AM"
"West Town","2019/9/25","12","2","14","1","1","AM","1 AM"
"West Town","2019/9/25","4","3","7","2","2","AM","2 AM"
"West Town","2019/9/25","3","0","3","3","3","AM","3 AM"
"West Town","2019/9/25","4","5","9","4","4","AM","4 AM"
"West Town","2019/9/25","2","0","2","5","5","AM","5 AM"
"West Town","2019/9/25","9","4","13","6","6","AM","6 AM"
"West Town","2019/9/25","21","6","27","7","7","AM","7 AM"
"West Town","2019/9/25","23","6","29","8","8","AM","8 AM"
"West Town","2019/9/25","34","13","47","9","9","AM","9 AM"
"West Town","2019/9/25","27","13","40","10","10","AM","10 AM"
"West Town","2019/9/25","35","16","51","11","11","AM","11 AM"
"West Town","2019/9/25","34","9","43","12","12","PM","12 PM"
"West Town","2019/9/25","47","14","61","13","1","PM","1 PM"
"West Town","2019/9/25","34","6","40","14","2","PM","2 PM"
"West Town","2019/9/25","49","15","64","15","3","PM","3 PM"
"West Town","2019/9/25","102","17","119","16","4","PM","4 PM"
"West Town","2019/9/25","128","25","153","17","5","PM","5 PM"
"West Town","2019/9/25","123","16","139","18","6","PM","6 PM"
"West Town","2019/9/25","145","17","162","19","7","PM","7 PM"
"West Town","2019/9/25","128","22","150","20","8","PM","8 PM"
"West Town","2019/9/25","89","12","101","21","9","PM","9 PM"
"West Town","2019/9/25","95","25","120","22","10","PM","10 PM"
"West Town","2019/9/25","56","22","78","23","11","PM","11 PM"
"West Town","2019/9/26","33","8","41","0","12","AM","12 AM"
"West Town","2019/9/26","18","4","22","1","1","AM","1 AM"
"West Town","2019/9/26","13","3","16","2","2","AM","2 AM"
"West Town","2019/9/26","3","0","3","3","3","AM","3 AM"
"West Town","2019/9/26","9","6","15","4","4","AM","4 AM"
"West Town","2019/9/26","6","1","7","5","5","AM","5 AM"
"West Town","2019/9/26","7","2","9","6","6","AM","6 AM"
"West Town","2019/9/26","18","7","25","7","7","AM","7 AM"
"West Town","2019/9/26","17","6","23","8","8","AM","8 AM"
"West Town","2019/9/26","26","9","35","9","9","AM","9 AM"
"West Town","2019/9/26","19","15","34","10","10","AM","10 AM"
"West Town","2019/9/26","28","8","36","11","11","AM","11 AM"
"West Town","2019/9/26","36","8","44","12","12","PM","12 PM"
"West Town","2019/9/26","39","10","49","13","1","PM","1 PM"
"West Town","2019/9/26","51","10","61","14","2","PM","2 PM"
"West Town","2019/9/26","66","17","83","15","3","PM","3 PM"
"West Town","2019/9/26","82","12","94","16","4","PM","4 PM"
"West Town","2019/9/26","117","12","129","17","5","PM","5 PM"
"West Town","2019/9/26","154","20","174","18","6","PM","6 PM"
"West Town","2019/9/26","148","35","183","19","7","PM","7 PM"
"West Town","2019/9/26","136","25","161","20","8","PM","8 PM"
"West Town","2019/9/26","133","17","150","21","9","PM","9 PM"
"West Town","2019/9/26","88","20","108","22","10","PM","10 PM"
"West Town","2019/9/26","72","22","94","23","11","PM","11 PM"
"West Town","2019/9/27","58","24","82","0","12","AM","12 AM"
"West Town","2019/9/27","28","7","35","1","1","AM","1 AM"
"West Town","2019/9/27","18","7","25","2","2","AM","2 AM"
"West Town","2019/9/27","16","6","22","3","3","AM","3 AM"
"West Town","2019/9/27","7","5","12","4","4","AM","4 AM"
"West Town","2019/9/27","4","3","7","5","5","AM","5 AM"
"West Town","2019/9/27","6","4","10","6","6","AM","6 AM"
"West Town","2019/9/27","15","9","24","7","7","AM","7 AM"
"West Town","2019/9/27","18","7","25","8","8","AM","8 AM"
"West Town","2019/9/27","27","8","35","9","9","AM","9 AM"
"West Town","2019/9/27","25","12","37","10","10","AM","10 AM"
"West Town","2019/9/27","52","13","65","11","11","AM","11 AM"
"West Town","2019/9/27","74","24","98","12","12","PM","12 PM"
"West Town","2019/9/27","60","20","80","13","1","PM","1 PM"
"West Town","2019/9/27","56","17","73","14","2","PM","2 PM"
"West Town","2019/9/27","66","19","85","15","3","PM","3 PM"
"West Town","2019/9/27","83","15","98","16","4","PM","4 PM"
